service_id,rank,last_name,first_name,patronymic,full_name,gender,position_index,position_title,subdivision,position_assigned_date,arrived_from,enrollment_date,enrollment_order_date,enrollment_order_number,appointment_order_date,appointment_order_issuer,appointment_order_number,rank_order_date,rank_order_issuer,rank_order_number,service_type,contract_start_date,contract_end_date,conscription_period,rnokpp,id_document_type,id_document_series,id_document_number,birth_date,birth_place,service_entry_date,service_entry_authority,education,relatives_info,additional_info,phone
UNIT-0225,рядовий,Черненко,Павло,Костянтинович,Черненко Павло Костянтинович,чоловіча,02-065,навідник,2-га механізована рота,2023-01-14,121 окрема бригада ТрО,2022-05-09,2022-05-09,№799,2023-01-16,командувач Сухопутних військ ЗСУ,№362,2024-10-09,командувач Сухопутних військ ЗСУ,№416,військова служба за мобілізацією,,,на весь період мобілізації,9597246657,Паспорт громадянина України (книжечка),ЕВ,375738,1985-07-18,село Залізне,2022-04-29,Київський РТЦК та СП Полтавської області,повна загальна середня,неодружений(а),має посвідчення водія категорії C,722 32 97
UNIT-0226,старший солдат,Вітрук,Оксенія,Кирилівна,Вітрук Оксенія Кирилівна,жіноча,01-063,снайпер,1-ша механізована рота,2025-04-08,Навчальний центр Сухопутних військ,2024-10-08,2024-10-10,№953,2025-04-10,командувач Сухопутних військ ЗСУ,№589,2025-03-05,командир батальйону,№268,базова військова служба,,,12 місяців,2801561931,Паспорт громадянина України (книжечка),ФЖ,800545,1981-05-22,хутір Дунаївці,2024-09-24,Личаківський РТЦК та СП м. Львова,професійно-технічна,неодружений(а),,+380 50 842-89-10
UNIT-0227,старший лейтенант,Цушко,Соломон,Леопольдович,Цушко Соломон Леопольдович,чоловіча,02-066,командир батальйону,2-га механізована рота,2023-07-21,Навчальний центр «Десна»,2023-02-07,2023-02-09,№776,2023-07-26,начальник штабу батальйону,№985,2026-06-01,командувач Сухопутних військ ЗСУ,№698,військова служба за мобілізацією,,,на весь період мобілізації,2135247871,Паспорт громадянина України (книжечка),РЩ,991808,1977-10-08,селище Іршава,2023-02-03,Приморський РТЦК та СП м. Одеси,вища,"дружина/чоловік — Володимира, діти — 1",,376 03 75
UNIT-0228,підполковник,Малишко,Леопольд,Валентинович,Малишко Леопольд Валентинович,чоловіча,03-078,командир роти,3-тя механізована рота,2024-01-14,121 окрема бригада ТрО,2022-11-27,2022-11-29,№255,2024-01-17,начальник штабу батальйону,№96,2024-06-15,командувач Сухопутних військ ЗСУ,№690,базова військова служба,,,12 місяців,2666785072,Паспорт громадянина України (книжечка),АЧ,653286,1986-02-14,місто Бобровиця,2022-11-15,Соборний РТЦК та СП м. Дніпра,повна загальна середня,"дружина/чоловік — Надія, діти — 1",,+380 62 606-02-90
UNIT-0229,рядовий,Михайлюк,Євген,Єлисейович,Михайлюк Євген Єлисейович,чоловіча,02-067,водій,2-га механізована рота,2026-04-16,Навчальний центр «Десна»,2024-10-03,2024-10-04,№857,2026-04-17,начальник штабу батальйону,№160,2026-04-25,командир батальйону,№123,військова служба за контрактом,2024-09-26,2027-09-26,,6738997563,Паспорт громадянина України (книжечка),ЖЯ,550489,1980-08-03,місто Бахмач,2024-09-26,Шевченківський РТЦК та СП м. Києва,базова вища,"дружина/чоловік — Максим, діти — 2",має досвід роботи з БПЛА,+380 62 884-31-88
UNIT-0230,рядовий,Олійник,Кирило,Захарович,Олійник Кирило Захарович,чоловіча,01-064,зв'язківець,1-ша механізована рота,2023-08-18,переведення з іншої військової частини,2023-07-13,2023-07-15,№287,2023-08-21,командувач Сухопутних військ ЗСУ,№228,2023-08-18,командир бригади,№56,військова служба за мобілізацією,,,на весь період мобілізації,4851017490,Паспорт громадянина України (ID-картка),,894346810,1995-12-23,селище Добропілля,2023-07-06,Київський РТЦК та СП Полтавської області,вища,"дружина/чоловік — Спас, діти — 2",,054 492-68-31
UNIT-0231,старший сержант,Панчук,Кирило,Олесьович,Панчук Кирило Олесьович,чоловіча,02-068,заступник командира взводу,2-га механізована рота,2025-04-29,Навчальний центр Сухопутних військ,2023-10-16,2023-10-19,№595,2025-05-01,командир батальйону,№334,2025-09-19,начальник штабу батальйону,№628,військова служба за контрактом,2023-10-15,2024-10-15,,3715869886,Паспорт громадянина України (ID-картка),,126611062,2003-01-02,хутір Прип'ять,2023-10-15,Соборний РТЦК та СП м. Дніпра,повна загальна середня,неодружений(а),,+380 (77) 622-82-77
UNIT-0232,рядовий,Гузь,Ярослава,Яремівна,Гузь Ярослава Яремівна,жіноча,01-065,навідник,1-ша механізована рота,2026-02-14,121 окрема бригада ТрО,2023-03-04,2023-03-07,№875,2026-02-15,командувач Сухопутних військ ЗСУ,№287,2024-01-21,командувач Сухопутних військ ЗСУ,№185,військова служба за мобілізацією,,,на весь період мобілізації,1594082154,Паспорт громадянина України (ID-картка),,770285196,1978-02-07,селище Звенигородка,2023-02-25,Київський РТЦК та СП Полтавської області,повна загальна середня,дружина/чоловік — Юстина,має посвідчення водія категорії C,229-60-44
UNIT-0233,молодший сержант,Затовканюк,Варфоломій,Юстимович,Затовканюк Варфоломій Юстимович,чоловіча,01-066,заступник командира взводу,1-ша механізована рота,2026-04-25,Навчальний центр «Десна»,2026-04-25,2026-04-26,№432,2026-04-30,командувач Сухопутних військ ЗСУ,№138,2026-05-15,начальник штабу батальйону,№805,військова служба за мобілізацією,,,на весь період мобілізації,5679228777,Паспорт громадянина України (ID-картка),,851067949,2001-05-18,селище Богуслав,2026-04-22,Приморський РТЦК та СП м. Одеси,професійно-технічна,"дружина/чоловік — Соломон, діти — 1",,+380 (63) 658-07-41
UNIT-0234,рядовий,Деркач,Панас,Адамович,Деркач Панас Адамович,чоловіча,01-067,сапер,1-ша механізована рота,2025-12-26,121 окрема бригада ТрО,2024-10-17,2024-10-17,№353,2025-12-29,командир батальйону,№422,2026-02-23,командир батальйону,№360,військова служба за контрактом,2024-10-10,2027-10-10,,9837801820,Паспорт громадянина України (книжечка),ТТ,181398,1974-03-12,село Донецьк,2024-10-10,Київський РТЦК та СП Полтавської області,повна загальна середня,дружина/чоловік — Стефан,має досвід роботи з БПЛА,+380 18 956 90 70
UNIT-0235,рядовий,Приходько,Єфрем,Варфоломійович,Приходько Єфрем Варфоломійович,чоловіча,01-068,снайпер,1-ша механізована рота,2025-09-21,Навчальний центр «Десна»,2025-09-12,2025-09-15,№656,2025-09-21,начальник штабу батальйону,№432,2026-03-29,командувач Сухопутних військ ЗСУ,№870,військова служба за мобілізацією,,,на весь період мобілізації,4224124620,Паспорт громадянина України (книжечка),ХД,564111,1982-01-14,село Балта,2025-09-05,Шевченківський РТЦК та СП м. Києва,повна загальна середня,"дружина/чоловік — Анжела, діти — 3",,+380 61 526-54-61
UNIT-0236,молодший сержант,Бакуменко,Венедикт,Володимирович,Бакуменко Венедикт Володимирович,чоловіча,01-069,заступник командира взводу,1-ша механізована рота,2026-04-17,Навчальний центр Сухопутних військ,2024-03-13,2024-03-16,№172,2026-04-19,командир бригади,№875,2026-04-28,командир батальйону,№129,військова служба за контрактом,2024-02-28,2029-02-28,,7063048913,Паспорт громадянина України (ID-картка),,861405786,1975-01-18,селище Олександрія,2024-02-28,Личаківський РТЦК та СП м. Львова,базова вища,дружина/чоловік — Едуард,,+380 18 325 82 38
UNIT-0237,рядовий,Фурс,Юстим,Олегович,Фурс Юстим Олегович,чоловіча,03-079,оператор БПЛА,3-тя механізована рота,2026-01-21,новобранець (мобілізація),2026-01-05,2026-01-05,№107,2026-01-21,начальник штабу батальйону,№633,2025-12-28,командир бригади,№87,військова служба за контрактом,2025-12-28,2030-12-28,,6539840289,Паспорт громадянина України (ID-картка),,794200749,1987-09-01,селище Богуслав,2025-12-28,Приморський РТЦК та СП м. Одеси,професійно-технічна,неодружений(а),,+380 (12) 846-39-85
UNIT-0238,рядовий,Проценко,Олесь,Геннадійович,Проценко Олесь Геннадійович,чоловіча,02-069,навідник,2-га механізована рота,2026-04-16,Навчальний центр Сухопутних військ,2025-12-31,2025-12-31,№479,2026-04-21,начальник штабу батальйону,№562,2026-04-05,командувач Сухопутних військ ЗСУ,№139,військова служба за мобілізацією,,,на весь період мобілізації,0026876811,Паспорт громадянина України (ID-картка),,553795020,2003-01-09,хутір Рудки,2025-12-31,Київський РТЦК та СП Полтавської області,повна загальна середня,"дружина/чоловік — Богодар, діти — 3",проходить строкову медичну комісію,+380 69 562-01-75
UNIT-0239,молодший сержант,Єсипенко,Йосип,Августинович,Єсипенко Йосип Августинович,чоловіча,02-070,старшина роти,2-га механізована рота,2024-02-16,Навчальний центр Сухопутних військ,2024-01-17,2024-01-19,№316,2024-02-19,начальник штабу батальйону,№423,2025-03-24,начальник штабу батальйону,№160,військова служба за мобілізацією,,,на весь період мобілізації,4793036149,Паспорт громадянина України (ID-картка),,531943375,1973-02-05,село Новоукраїнка,2024-01-13,Соборний РТЦК та СП м. Дніпра,повна загальна середня,дружина/чоловік — Василь,,019 212 49 38
UNIT-0240,рядовий,Лисенко,Василь,Ярославович,Лисенко Василь Ярославович,чоловіча,04-011,оператор БПЛА,Взвод забезпечення,2026-07-02,Навчальний центр «Десна»,2022-05-18,2022-05-21,№816,2026-07-04,командир батальйону,№562,2025-04-16,начальник штабу батальйону,№194,військова служба за мобілізацією,,,на весь період мобілізації,0566418775,Паспорт громадянина України (книжечка),КФ,894870,1999-08-29,село Бердянськ,2022-05-06,Приморський РТЦК та СП м. Одеси,вища,"дружина/чоловік — Любов, діти — 3",має посвідчення водія категорії C,+380 (87) 506-35-19
UNIT-0241,рядовий,Артеменко,Прохір,Віталійович,Артеменко Прохір Віталійович,чоловіча,01-070,сапер,1-ша механізована рота,2025-10-31,переведення з іншої військової частини,2025-10-03,2025-10-06,№827,2025-11-05,начальник штабу батальйону,№292,2026-01-07,начальник штабу батальйону,№423,військова служба за мобілізацією,,,на весь період мобілізації,9543173505,Паспорт громадянина України (ID-картка),,325411076,1972-03-25,місто Тетіїв,2025-10-02,Личаківський РТЦК та СП м. Львова,вища,неодружений(а),,+380 17 911 00 65
UNIT-0242,молодший сержант,Башполченко,Сергій,Богуславович,Башполченко Сергій Богуславович,чоловіча,01-071,заступник командира взводу,1-ша механізована рота,2026-02-12,Навчальний центр «Десна»,2022-09-15,2022-09-18,№996,2026-02-13,командир батальйону,№289,2024-07-21,начальник штабу батальйону,№129,військова служба за мобілізацією,,,на весь період мобілізації,8046619639,Паспорт громадянина України (книжечка),ТА,049611,1974-05-23,хутір Козятин,2022-09-04,Приморський РТЦК та СП м. Одеси,вища,неодружений(а),,+380 69 915 07 85
UNIT-0243,рядовий,Єсипенко,Орхип,Орхипович,Єсипенко Орхип Орхипович,чоловіча,03-080,сапер,3-тя механізована рота,2022-11-10,121 окрема бригада ТрО,2022-04-15,2022-04-18,№83,2022-11-12,командир бригади,№58,2023-11-25,начальник штабу батальйону,№795,військова служба за мобілізацією,,,на весь період мобілізації,3200249685,Паспорт громадянина України (ID-картка),,928456797,1983-04-01,село Виноградів,2022-04-03,Приморський РТЦК та СП м. Одеси,повна загальна середня,"дружина/чоловік — Тереза, діти — 1",проходить строкову медичну комісію,+380 95 450-89-20
UNIT-0244,рядовий,Кабаненко,Леопольд,Юстимович,Кабаненко Леопольд Юстимович,чоловіча,01-072,водій,1-ша механізована рота,2024-06-03,новобранець (мобілізація),2022-08-18,2022-08-21,№534,2024-06-04,командир бригади,№485,2024-01-28,командувач Сухопутних військ ЗСУ,№698,військова служба за контрактом,2022-08-12,2023-08-12,,7959959465,Паспорт громадянина України (книжечка),ШЩ,333153,2002-12-20,місто Лутугине,2022-08-12,Соборний РТЦК та СП м. Дніпра,вища,неодружений(а),має посвідчення водія категорії C,730-33-79
UNIT-0245,старший солдат,Засуха,Володимир,Макарович,Засуха Володимир Макарович,чоловіча,03-081,кулеметник,3-тя механізована рота,2026-07-20,Навчальний центр «Десна»,2024-12-23,2024-12-26,№997,2026-07-25,командир батальйону,№242,2025-10-06,командувач Сухопутних військ ЗСУ,№333,військова служба за мобілізацією,,,на весь період мобілізації,5081247395,Паспорт громадянина України (книжечка),БЦ,362050,1975-08-12,місто Гнівань,2024-12-19,Шевченківський РТЦК та СП м. Києва,повна загальна середня,неодружений(а),,042 342-58-32
UNIT-0246,рядовий,Жадан,Аврелій,Валерійович,Жадан Аврелій Валерійович,чоловіча,01-073,стрілець,1-ша механізована рота,2024-10-30,Навчальний центр «Десна»,2024-05-26,2024-05-29,№162,2024-11-04,командувач Сухопутних військ ЗСУ,№94,2024-06-18,начальник штабу батальйону,№954,військова служба за контрактом,2024-05-17,2027-05-17,,2896112233,Паспорт громадянина України (ID-картка),,261534735,1995-12-07,селище Івано-Франківськ,2024-05-17,Шевченківський РТЦК та СП м. Києва,повна загальна середня,дружина/чоловік — Назар,,+380 (30) 993-84-25
UNIT-0247,майор,Кибкало,Альберт,Петрович,Кибкало Альберт Петрович,чоловіча,01-074,начальник штабу батальйону,1-ша механізована рота,2026-06-02,121 окрема бригада ТрО,2024-07-25,2024-07-28,№742,2026-06-07,командир бригади,№257,2024-10-19,командир батальйону,№497,військова служба за мобілізацією,,,на весь період мобілізації,6857872558,Паспорт громадянина України (ID-картка),,897317912,2005-03-16,хутір Маріуполь,2024-07-13,Приморський РТЦК та СП м. Одеси,базова вища,"дружина/чоловік — Людмила, діти — 2",,+380 (90) 333-73-63
UNIT-0248,сержант,Ніколюк,Єлисей,Ігорович,Ніколюк Єлисей Ігорович,чоловіча,03-082,заступник командира взводу,3-тя механізована рота,2025-02-10,переведення з іншої військової частини,2023-07-10,2023-07-11,№376,2025-02-10,командувач Сухопутних військ ЗСУ,№1,2024-07-26,командувач Сухопутних військ ЗСУ,№752,військова служба за мобілізацією,,,на весь період мобілізації,5390789567,Паспорт громадянина України (книжечка),ЯИ,812147,2005-11-25,хутір Краматорськ,2023-06-27,Личаківський РТЦК та СП м. Львова,вища,"дружина/чоловік — Святослава, діти — 2",,+380 54 602 73 41
UNIT-0249,сержант,Рябошапка,Хома,Аркадійович,Рябошапка Хома Аркадійович,чоловіча,01-075,старшина роти,1-ша механізована рота,2026-06-25,переведення з іншої військової частини,2024-09-09,2024-09-12,№290,2026-06-26,начальник штабу батальйону,№420,2025-09-20,начальник штабу батальйону,№114,військова служба за мобілізацією,,,на весь період мобілізації,1508353544,Паспорт громадянина України (книжечка),ТД,881431,1978-08-31,село Скадовськ,2024-08-27,Шевченківський РТЦК та СП м. Києва,професійно-технічна,неодружений(а),проходить строкову медичну комісію,084 044 56 69
UNIT-0250,старшина,Алексеєнко,Лесь,Пантелеймонович,Алексеєнко Лесь Пантелеймонович,чоловіча,02-071,командир відділення,2-га механізована рота,2026-07-13,Навчальний центр Сухопутних військ,2026-07-06,2026-07-09,№674,2026-07-14,командувач Сухопутних військ ЗСУ,№539,2026-07-24,начальник штабу батальйону,№51,військова служба за мобілізацією,,,на весь період мобілізації,5153663778,Паспорт громадянина України (ID-картка),,333738987,2001-12-29,селище Верхньодніпровськ,2026-07-05,Соборний РТЦК та СП м. Дніпра,повна загальна середня,дружина/чоловік — Віра,,+380 07 553-66-68
UNIT-0251,старшина,Москаль,Михайлина,Олегівна,Москаль Михайлина Олегівна,жіноча,00-012,заступник командира взводу,Управління батальйону,2024-10-16,запас (повторний призов),2022-05-19,2022-05-19,№60,2024-10-18,начальник штабу батальйону,№542,2025-09-08,командир батальйону,№752,військова служба за контрактом,2022-05-07,2025-05-07,,3618637159,Паспорт громадянина України (ID-картка),,022599996,1996-07-17,селище Болград,2022-05-07,Шевченківський РТЦК та СП м. Києва,вища,неодружений(а),,018 209 70 23
UNIT-0252,рядовий,Бевзенко,Юстим,Едуардович,Бевзенко Юстим Едуардович,чоловіча,01-076,водій,1-ша механізована рота,2025-01-07,переведення з іншої військової частини,2024-08-01,2024-08-04,№641,2025-01-08,командир бригади,№572,2025-01-21,командувач Сухопутних військ ЗСУ,№765,військова служба за мобілізацією,,,на весь період мобілізації,6621286716,Паспорт громадянина України (ID-картка),,481705802,1992-10-30,село Шаргород,2024-07-24,Шевченківський РТЦК та СП м. Києва,вища,"дружина/чоловік — Веніямин, діти — 3",,+380 67 299-49-38
UNIT-0253,рядовий,Шаповал,Герман,Венедиктович,Шаповал Герман Венедиктович,чоловіча,02-072,навідник,2-га механізована рота,2023-06-13,121 окрема бригада ТрО,2022-03-27,2022-03-30,№925,2023-06-17,начальник штабу батальйону,№564,2026-01-01,начальник штабу батальйону,№866,військова служба за мобілізацією,,,на весь період мобілізації,7790147546,Паспорт громадянина України (книжечка),ФП,169385,2004-01-02,хутір Хутір-Михайлівський,2022-03-19,Соборний РТЦК та СП м. Дніпра,професійно-технічна,"дружина/чоловік — Валерій, діти — 1",,+380 (76) 291-60-32
UNIT-0254,рядовий,Лисенко,Федір,Петрович,Лисенко Федір Петрович,чоловіча,03-083,снайпер,3-тя механізована рота,2026-01-31,запас (повторний призов),2024-09-01,2024-09-03,№36,2026-02-02,начальник штабу батальйону,№611,2026-07-30,командир батальйону,№531,базова військова служба,,,12 місяців,1185672438,Паспорт громадянина України (книжечка),НА,137681,1995-09-08,хутір Балта,2024-08-18,Личаківський РТЦК та СП м. Львова,вища,дружина/чоловік — Богуслава,,+380 65 636 00 41
UNIT-0255,старший сержант,Ґерета,Дан,Прохорович,Ґерета Дан Прохорович,чоловіча,02-073,старшина роти,2-га механізована рота,2026-05-23,переведення з іншої військової частини,2026-02-18,2026-02-20,№159,2026-05-27,командир батальйону,№39,2026-05-05,командувач Сухопутних військ ЗСУ,№365,військова служба за мобілізацією,,,на весь період мобілізації,0912418621,Паспорт громадянина України (ID-картка),,118372742,1982-03-16,селище Вільногірськ,2026-02-05,Личаківський РТЦК та СП м. Львова,повна загальна середня,дружина/чоловік — Йосип,,+380 23 083-70-81
UNIT-0256,молодший сержант,Таран,Петро,Давидович,Таран Петро Давидович,чоловіча,02-074,старшина роти,2-га механізована рота,2026-01-07,Навчальний центр Сухопутних військ,2025-12-18,2025-12-19,№846,2026-01-12,командир батальйону,№610,2026-07-24,начальник штабу батальйону,№39,військова служба за мобілізацією,,,на весь період мобілізації,3106005313,Паспорт громадянина України (книжечка),РЕ,006335,1986-10-29,село Сніжне,2025-12-04,Київський РТЦК та СП Полтавської області,професійно-технічна,"дружина/чоловік — Валентин, діти — 1",,681-55-83
UNIT-0257,старший солдат,Заїка,Ярема,Назарович,Заїка Ярема Назарович,чоловіча,02-075,кулеметник,2-га механізована рота,2026-07-17,запас (повторний призов),2025-07-18,2025-07-19,№797,2026-07-22,командувач Сухопутних військ ЗСУ,№56,2026-06-02,начальник штабу батальйону,№537,військова служба за контрактом,2025-07-05,2030-07-05,,0637314950,Паспорт громадянина України (ID-картка),,133155206,1992-02-12,село Красилів,2025-07-05,Шевченківський РТЦК та СП м. Києва,професійно-технічна,"дружина/чоловік — Марта, діти — 3",,+380 18 924 19 56
UNIT-0258,сержант,Гуцуляк,Демид,Валерійович,Гуцуляк Демид Валерійович,чоловіча,01-077,заступник командира взводу,1-ша механізована рота,2026-04-15,Навчальний центр «Десна»,2024-11-14,2024-11-14,№136,2026-04-16,начальник штабу батальйону,№85,2025-11-16,командувач Сухопутних військ ЗСУ,№586,військова служба за мобілізацією,,,на весь період мобілізації,9030914363,Паспорт громадянина України (ID-картка),,150997683,2004-11-07,місто Верхівцеве,2024-11-07,Шевченківський РТЦК та СП м. Києва,професійно-технічна,неодружений(а),,+380 74 326-30-39
UNIT-0259,сержант,Чарниш,Прохір,Дмитрович,Чарниш Прохір Дмитрович,чоловіча,02-076,командир відділення,2-га механізована рота,2024-06-29,переведення з іншої військової частини,2023-04-24,2023-04-25,№631,2024-07-02,командир бригади,№249,2024-08-22,командир батальйону,№273,військова служба за мобілізацією,,,на весь період мобілізації,8033968527,Паспорт громадянина України (ID-картка),,086403553,1984-08-07,місто Шаргород,2023-04-17,Приморський РТЦК та СП м. Одеси,професійно-технічна,"дружина/чоловік — Юстина, діти — 3",,302 32 12
UNIT-0260,рядовий,Забашта,Володимир,Микитович,Забашта Володимир Микитович,чоловіча,01-078,зв'язківець,1-ша механізована рота,2024-08-25,Навчальний центр Сухопутних військ,2022-11-02,2022-11-02,№639,2024-08-27,командир бригади,№452,2025-11-23,командир батальйону,№947,військова служба за мобілізацією,,,на весь період мобілізації,9344973471,Паспорт громадянина України (книжечка),ЯЮ,742336,1982-08-08,хутір Кобеляки,2022-10-24,Личаківський РТЦК та СП м. Львова,повна загальна середня,дружина/чоловік — Валентин,,+380 76 896 27 06
UNIT-0261,старший лейтенант,Хомик,Тимофій,Аркадійович,Хомик Тимофій Аркадійович,чоловіча,03-084,командир роти,3-тя механізована рота,2026-01-01,121 окрема бригада ТрО,2024-09-26,2024-09-28,№461,2026-01-01,командувач Сухопутних військ ЗСУ,№24,2025-11-04,начальник штабу батальйону,№215,військова служба за мобілізацією,,,на весь період мобілізації,8971527323,Паспорт громадянина України (ID-картка),,282467474,1996-02-15,місто Чорноморськ,2024-09-13,Київський РТЦК та СП Полтавської області,повна загальна середня,"дружина/чоловік — Леопольд, діти — 2",,+380 76 665-67-49
UNIT-0262,рядовий,Безбородько,Едуард,Азарович,Безбородько Едуард Азарович,чоловіча,01-079,стрілець,1-ша механізована рота,2024-11-09,переведення з іншої військової частини,2023-03-23,2023-03-23,№278,2024-11-11,командир батальйону,№477,2025-08-11,командир батальйону,№69,військова служба за мобілізацією,,,на весь період мобілізації,5066337050,Паспорт громадянина України (книжечка),ЮЧ,236458,2003-11-05,селище Південне,2023-03-17,Приморський РТЦК та СП м. Одеси,базова вища,"дружина/чоловік — Костянтин, діти — 1",проходить строкову медичну комісію,043 992 01 16
UNIT-0263,старшина,Тесля,Панас,Омелянович,Тесля Панас Омелянович,чоловіча,02-077,старшина роти,2-га механізована рота,2025-01-19,121 окрема бригада ТрО,2022-11-06,2022-11-07,№497,2025-01-22,командир батальйону,№191,2023-08-20,командир бригади,№513,військова служба за мобілізацією,,,на весь період мобілізації,6119524364,Паспорт громадянина України (ID-картка),,626448869,1991-07-21,село Феодосія,2022-10-31,Приморський РТЦК та СП м. Одеси,базова вища,"дружина/чоловік — Юстина, діти — 2",,116-86-46
UNIT-0264,сержант,Дрозд,Валерій,Ігнатович,Дрозд Валерій Ігнатович,чоловіча,02-078,командир відділення,2-га механізована рота,2024-04-26,переведення з іншої військової частини,2023-10-01,2023-10-03,№283,2024-04-28,командир батальйону,№641,2024-07-29,начальник штабу батальйону,№900,військова служба за контрактом,2023-09-26,2024-09-26,,2346791214,Паспорт громадянина України (ID-картка),,728179323,1974-08-11,хутір Валки,2023-09-26,Приморський РТЦК та СП м. Одеси,вища,"дружина/чоловік — Любов, діти — 2",володіє англійською мовою (розмовний рівень),509 37 71
UNIT-0265,рядовий,Акименко,Амвросій,Георгійович,Акименко Амвросій Георгійович,чоловіча,02-079,санітар-інструктор,2-га механізована рота,2022-08-05,переведення з іншої військової частини,2022-03-28,2022-03-29,№894,2022-08-05,командир бригади,№428,2023-01-12,командир бригади,№587,військова служба за контрактом,2022-03-18,2027-03-18,,9655553566,Паспорт громадянина України (ID-картка),,380698477,1993-07-12,селище Шепетівка,2022-03-18,Личаківський РТЦК та СП м. Львова,професійно-технічна,"дружина/чоловік — Демид, діти — 1",,076 20 91
UNIT-0266,рядовий,Луценко,Павло,Стефанович,Луценко Павло Стефанович,чоловіча,01-080,снайпер,1-ша механізована рота,2025-11-09,переведення з іншої військової частини,2024-04-16,2024-04-17,№932,2025-11-10,командир бригади,№441,2026-03-09,командир бригади,№672,військова служба за мобілізацією,,,на весь період мобілізації,5739769156,Паспорт громадянина України (ID-картка),,978630505,1973-09-16,місто Соледар,2024-04-06,Київський РТЦК та СП Полтавської області,вища,"дружина/чоловік — Ігнат, діти — 3",,+380 93 289-80-27
UNIT-0267,старшина,Величко,Гліб,Яковович,Величко Гліб Яковович,чоловіча,02-080,старшина роти,2-га механізована рота,2026-03-17,запас (повторний призов),2026-02-13,2026-02-15,№956,2026-03-20,начальник штабу батальйону,№156,2026-05-10,командир бригади,№110,базова військова служба,,,12 місяців,1160256434,Паспорт громадянина України (книжечка),ШЯ,178333,1982-03-12,місто Рожище,2026-02-13,Личаківський РТЦК та СП м. Львова,повна загальна середня,"дружина/чоловік — Болеслав, діти — 1",,+380 15 399 15 66
UNIT-0268,молодший сержант,Цісик,Спас,Владиславович,Цісик Спас Владиславович,чоловіча,04-012,командир відділення,Взвод забезпечення,2025-03-06,Навчальний центр «Десна»,2024-01-29,2024-01-29,№515,2025-03-08,командувач Сухопутних військ ЗСУ,№730,2024-07-16,начальник штабу батальйону,№189,військова служба за мобілізацією,,,на весь період мобілізації,2569040983,Паспорт громадянина України (ID-картка),,411159319,1995-08-15,хутір Ізмаїл,2024-01-19,Приморський РТЦК та СП м. Одеси,професійно-технічна,неодружений(а),,+380 28 993-16-08
UNIT-0269,старший сержант,Швайка,Давид,Борисович,Швайка Давид Борисович,чоловіча,04-013,командир відділення,Взвод забезпечення,2026-06-29,Навчальний центр «Десна»,2024-09-17,2024-09-19,№776,2026-07-02,командир бригади,№68,2025-02-20,командир бригади,№950,військова служба за мобілізацією,,,на весь період мобілізації,8149737460,Паспорт громадянина України (ID-картка),,772942095,1991-08-13,село Хмільник,2024-09-03,Приморський РТЦК та СП м. Одеси,вища,"дружина/чоловік — Ірина, діти — 1",володіє англійською мовою (розмовний рівень),002 764-20-86
UNIT-0270,старший сержант,Приймак,Єлисей,Романович,Приймак Єлисей Романович,чоловіча,02-081,старшина роти,2-га механізована рота,2026-05-22,запас (повторний призов),2026-03-16,2026-03-19,№586,2026-05-27,командир батальйону,№534,2026-07-30,командир батальйону,№463,військова служба за мобілізацією,,,на весь період мобілізації,2590472927,Паспорт громадянина України (ID-картка),,661844386,1977-03-20,селище Яремче,2026-03-05,Приморський РТЦК та СП м. Одеси,вища,неодружений(а),має досвід роботи з БПЛА,033 305 91 26
UNIT-0271,рядовий,Хомик,Остап,Яремович,Хомик Остап Яремович,чоловіча,02-082,стрілець,2-га механізована рота,2023-11-03,121 окрема бригада ТрО,2023-08-08,2023-08-11,№793,2023-11-07,начальник штабу батальйону,№473,2023-12-27,командир бригади,№433,військова служба за контрактом,2023-07-31,2024-07-31,,9626301367,Паспорт громадянина України (книжечка),ПН,572018,1993-08-18,село Решетилівка,2023-07-31,Соборний РТЦК та СП м. Дніпра,базова вища,неодружений(а),,+380 (17) 647-50-11
UNIT-0272,старший сержант,Ващенко,Богодар,Максимович,Ващенко Богодар Максимович,чоловіча,01-081,заступник командира взводу,1-ша механізована рота,2026-07-07,121 окрема бригада ТрО,2026-06-27,2026-06-27,№462,2026-07-08,командир батальйону,№184,2026-06-27,командувач Сухопутних військ ЗСУ,№605,військова служба за контрактом,2026-06-26,2031-06-26,,6764921518,Паспорт громадянина України (книжечка),НО,999741,1982-12-02,хутір Федорівка,2026-06-26,Личаківський РТЦК та СП м. Львова,вища,неодружений(а),,688-87-18
UNIT-0273,сержант,Гречаник,Ростислав,Стефанович,Гречаник Ростислав Стефанович,чоловіча,03-085,командир відділення,3-тя механізована рота,2024-06-10,переведення з іншої військової частини,2023-12-11,2023-12-11,№725,2024-06-10,командувач Сухопутних військ ЗСУ,№745,2024-09-05,командир бригади,№388,військова служба за мобілізацією,,,на весь період мобілізації,0293218401,Паспорт громадянина України (книжечка),МВ,920875,1978-12-20,селище Каховка,2023-11-30,Київський РТЦК та СП Полтавської області,професійно-технічна,"дружина/чоловік — Марко, діти — 2",проходить строкову медичну комісію,060 340 84 87
